dataset,z_ini,z_fin,x_ini,x_fin,y_ini,y_fin,voidmean,rockmedian,sigla_campo,bacia,condition,formacao,direcao_amostra,klinkenberg,codigo_facies,permeabilidade_longitudinal_m_d,porosidade_perc,log_pixelquadrado,cod_8cl,cod_10cl,reservatorio,classperm,classporo,log_perm,quantiles4,quantiles5,quantiles10
/data/SPS77A_F6221H_SUJA_P_39630nm.nc,265,1810,199,833,192,826,2311.891788,4597.21033,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,,"1.40e+01,6.51e+03,6.94e+03,7.20e+03,6.30e+04","1.40e+01,6.34e+03,6.80e+03,7.04e+03,7.25e+03,6.30e+04","1.40e+01,5.73e+03,6.34e+03,6.63e+03,6.80e+03,6.94e+03,7.04e+03,7.14e+03,
 7.25e+03,7.37e+03,6.30e+04"
/data/LPA1D_V016025H_SUJA_P_38980nm.nc,40,1684,175,847,182,854,2342.434818,3419.807548,LPA,SANTOS,SUJA,BVE,IH1,TRUE,,,,,,,,,,," 1943., 5517., 5823., 6056.,60489."," 1943., 5417., 5721., 5915., 6110.,60489."," 1943., 5073., 5417., 5597., 5721., 5823., 5915., 6007., 6110., 6245.,
 60489."
/data/RJS709_G0459H_LIMPA_P_38500nm.nc,20,1416,193,860,195,862,2121.049265,4017.820542,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,55,13.8,-5.268047104,RDS,RDS,HPQHPR,HPQ,HPR,1.740362689,"  725., 5773., 6249., 6637.,63303.","  725., 5629., 6085., 6401., 6727.,63303.","  725., 5166., 5629., 5891., 6085., 6249., 6401., 6555., 6727., 6956.,
 63303."
/data/RJS749D_T012410H_LIMPA_P_58500nm.nc,100,1406,127,564,133,570,1768.932909,5384.176586,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1363., 6879., 7157., 7378.,57494."," 1363., 6783., 7064., 7243., 7430.,57494."," 1363., 6310., 6783., 6952., 7064., 7157., 7243., 7331., 7430., 7567.,
 57494."
/data/SPS74_F2889H_LIMPA_P_43891nm.nc,90,1681,165,754,174,763,2951.170796,4440.947702,LPA,SANTOS,LIMPA,BVE,VH1,TRUE,GST,0.172,7.1,-7.778689761,GST,GST,LPQHPR,LPQ,HPR,-0.764471553," 2728., 7138., 7436., 7715.,61932."," 2728., 7059., 7327., 7542., 7784.,61932."," 2728., 6833., 7059., 7207., 7327., 7436., 7542., 7654., 7784., 7962.,
 61932."
/data/ATP01_V017109H_LIMPA_P_54900nm.nc,135,1661,132,603,129,600,3508.718219,4455.065778,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,,172,15.5,-4.778894723,,,HPQHPR,HPQ,HPR,2.235528447," 1941., 7374., 7942., 8303.,65335."," 1941., 7185., 7762., 8093., 8377.,65335."," 1941., 6579., 7185., 7526., 7762., 7942., 8093., 8232., 8377., 8559.,
 65335."
/data/SPS77A_F4724H_LIMPA_P_34710nm.nc,25,1588,191,942,204,955,2458.249497,3876.65436,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,817,11,-4.109203712,ETR,ETR,HPQHPR,HPQ,HPR,2.912222057," 1648., 5915., 6357., 6598.,60313."," 1648., 5715., 6235., 6456., 6650.,60313."," 1648., 4866., 5715., 6054., 6235., 6357., 6456., 6549., 6650., 6781.,
 60313."
/data/SPS77A_F4724H_LIMPA_P_32748nm.nc,60,1694,194,986,199,991,2452.464346,3771.12946,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,817,11,-4.104834537,ETR,ETR,HPQHPR,HPQ,HPR,2.912222057," 1842., 5810., 6245., 6444.,59467."," 1842., 5611., 6134., 6330., 6484.,59467."," 1842., 4769., 5611., 5951., 6134., 6245., 6330., 6406., 6484., 6585.,
 59467."
/data/RJS755_634930_LIMPA_AL_23400nm.nc,80,970,182,835,204,857,2603.653002,7063.703398,,CAMPOS(M),LIMPA,,,,,,,,,,,,,," 3613., 9217., 9677.,10214.,26028."," 3613., 9110., 9498., 9867.,10365.,26028."," 3613., 8839., 9110., 9315., 9498., 9677., 9867.,10085.,10365.,10797.,
 26028."
/data/ATP01_V017337H_LIMPA_P_50720nm.nc,185,1770,155,661,149,655,3329.680467,4168.210293,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,,16.5,16.3,-5.790412246,,,HPQHPR,HPQ,HPR,1.217483944," 2802., 6980., 7536., 7968.,59531."," 2802., 6828., 7340., 7713., 8058.,59531."," 2802., 6403., 6828., 7112., 7340., 7536., 7713., 7882., 8058., 8275.,
 59531."
/data/SPS104_V015569H_LIMPA_P_37410nm.nc,165,1733,193,889,186,882,8443.123158,2941.168893,BAC,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,,"    0.,10917.,11469.,11848.,62394.","    0.,10736.,11291.,11623.,11930.,62394.","    0.,10184.,10736.,11064.,11291.,11469.,11623.,11771.,11930.,12136.,
 62394."
/data/LL1D_F4400H_LIMPA_P_39486nm.nc,25,1734,166,822,179,835,4288.433958,3666.203156,TUP,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,,"    0., 7836., 8062., 8225.,61675.","    0., 7738., 7991., 8126., 8263.,61675.","    0., 7205., 7738., 7901., 7991., 8062., 8126., 8190., 8263., 8363.,
 61675."
/data/LL69_V016186H_SUJA_P_36000nm.nc,25,1761,189,918,190,919,3556.097616,3410.689963,TUP,SANTOS,SUJA,BVE,VH1,TRUE,ETR,1589,20.1,-3.826172828,ETR,ETR,HPQHPR,HPQ,HPR,3.201123897," 2773., 6367., 6997., 7307.,62603."," 2773., 6090., 6820., 7135., 7363.,62603."," 2773., 5059., 6090., 6561., 6820., 6997., 7135., 7251., 7363., 7493.,
 62603."
/data/RJS709_F9855V_LIMPA_P_36110nm.nc,115,1555,228,948,220,940,3641.824969,3440.975679,BUZ,SANTOS,LIMPA,BVE,VV1,TRUE,,867,16.1,-4.081137539,,,HPQHPR,HPQ,HPR,2.938019097," 2582., 6688., 7090., 7406.,53816."," 2582., 6555., 6955., 7214., 7479.,53816."," 2582., 6060., 6555., 6792., 6955., 7090., 7214., 7339., 7479., 7667.,
 53816."
/data/BUZ43_585230_SUJA_AL_20000nm.nc,60,1435,273,1139,254,1120,2040.851815,3941.332413,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 1967., 5745., 6034., 6320.,64277."," 1967., 5672., 5926., 6141., 6392.,64277."," 1967., 5470., 5672., 5810., 5926., 6034., 6141., 6256., 6392., 6586.,
 64277."
/data/9BBG1DRJS_V014608H_LIMPA_P_34305nm.nc,50,1375,213,952,225,964,5099.17472,3480.542503,BBG,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 2079., 7867., 8581., 8970.,62531."," 2079., 7644., 8368., 8747., 9049.,62531."," 2079., 7060., 7644., 8062., 8368., 8581., 8747., 8895., 9049., 9245.,
 62531."
/data/MRO12_563010_LIMPA_AL_34120nm.nc,310,1100,261,1027,246,1012,1211.581409,2477.279187,MRO,SANTOS,LIMPA,,,,FLO,160,19.3,-4.819592269,OUTROS,FLO,HPQHPR,HPQ,HPR,2.204119983,"  681., 3432., 3704., 3972.,36578.","  681., 3351., 3604., 3806., 4034.,36578.","  681., 3054., 3351., 3496., 3604., 3704., 3806., 3915., 4034., 4184.,
 36578."
/data/BR069DA_T011166H_LIMPA_P_41000nm.nc,140,1589,201,827,194,820,6920.831969,4265.609019,BR,CAMPOS(M),LIMPA,MCB,IH1,FALSE,,,,,,,,,,," 1439.,10828.,11175.,11490.,63724."," 1439.,10735.,11050.,11296.,11567.,63724."," 1439.,10479.,10735.,10909.,11050.,11175.,11296.,11421.,11567.,11777.,
 63724."
/data/RJS682A_549000_LIMPA_AL_16141nm.nc,250,1600,300,1389,304,1393,3310.138129,3273.286508,SRR,SANTOS,LIMPA,BVE,,,CLD,20.7,17,-5.363182956,OUTROS,OUTROS,HPQHPR,HPQ,HPR,1.315970345," 1653., 5946., 6511., 6954.,61913."," 1653., 5784., 6315., 6688., 7051.,61913."," 1653., 5320., 5784., 6084., 6315., 6511., 6688., 6863., 7051., 7292.,
 61913."
/data/8BUZ009RJS_587340_SUJA_P_36100nm.nc,95,1255,204,922,200,918,4037.338351,3746.739023,BUZ,SANTOS,SUJA,ITP,,,RDS,7.59,11.1,-6.136258184,RDS,RDS,LPQHPR,LPQ,HPR,0.880241776," 1801., 7593., 7981., 8331.,62440."," 1801., 7480., 7843., 8114., 8417.,62440."," 1801., 7071., 7480., 7686., 7843., 7981., 8114., 8255., 8417., 8641.,
 62440."
/data/RJS699_558200_LIMPA_AL_16960nm.nc,80,1090,292,1241,277,1226,2753.493351,2290.444464,BUZ,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1047., 4760., 5034., 5251.,49408."," 1047., 4671., 4942., 5119., 5301.,49408."," 1047., 4358., 4671., 4831., 4942., 5034., 5119., 5205., 5301., 5428.,
 49408."
/data/RJS697_552950_LIMPA_AL_16627nm.nc,95,1510,231,1200,234,1203,5615.711235,3823.399498,BBG,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 4931., 8781., 9415.,10074.,47103."," 4931., 8670., 9142., 9695.,10187.,47103."," 4931., 8430., 8670., 8895., 9142., 9415., 9695., 9956.,10187.,10418.,
 47103."
/data/SPS77A_F5191H_SUJA_P_42070nm.nc,520,2314,210,823,202,815,3722.990486,6113.847703,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 3507., 9585.,10039.,10418.,65535."," 3507., 9452., 9880.,10187.,10506.,65535."," 3507., 9038., 9452., 9696., 9880.,10039.,10187.,10338.,10506.,10728.,
 65535."
/data/BUZ54_563860_SUJA_AL_34015nm.nc,105,1305,203,971,213,981,1982.684316,4698.618585,BUZ,SANTOS,SUJA,,,,,20.48,12.4,-5.711970105,,,HPQHPR,HPQ,HPR,1.311329952," 1625., 6296., 6676., 6987.,60344."," 1625., 6182., 6544., 6798., 7058.,60344."," 1625., 5806., 6182., 6390., 6544., 6676., 6798., 6922., 7058., 7238.,
 60344."
/data/BUZ44_567850_SUJA_AL_26500nm.nc,150,1333,212,804,258,850,2159.773346,4606.486876,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 1812., 6622., 6825., 7021.,65335."," 1812., 6571., 6749., 6899., 7068.,65335."," 1812., 6437., 6571., 6668., 6749., 6825., 6899., 6978., 7068., 7192.,
 65335."
/data/RJS749D_T012421V_LIMPA_P_36210nm.nc,100,1631,204,915,211,922,7587.937109,3944.799319,MRO,SANTOS,LIMPA,BVE,IV1,TRUE,,,,,,,,,,,"    0.,11185.,11548.,11815.,58339.","    0.,11049.,11430.,11653.,11876.,58339.","    0.,10145.,11049.,11283.,11430.,11548.,11653.,11759.,11876.,12033.,
 58339."
/data/RJS749D_T012421V_LIMPA_P_58500nm.nc,70,1006,130,563,128,561,7262.571083,4169.992235,MRO,SANTOS,LIMPA,BVE,IV1,TRUE,,,,,,,,,,," 4061.,11088.,11419.,11647.,58193."," 4061.,10958.,11314.,11511.,11696.,58193."," 4061.,10122.,10958.,11180.,11314.,11419.,11511.,11600.,11696.,11822.,
 58193."
/data/RJS702_P8811_LIMPA_P_38946nm.nc,140,1670,197,870,191,864,12013.87201,3703.695631,TVD,CAMPOS(M),LIMPA,QM,VH1,TRUE,,1033,20.8,-4.012092193,,,HPQHPR,HPQ,HPR,3.014100322,"10896.,15331.,15751.,16078.,65335.","10896.,15181.,15612.,15878.,16155.,65335.","10896.,14419.,15181.,15442.,15612.,15751.,15878.,16008.,16155.,16353.,
 65335."
/data/RJS735_V012999V_LIMPA_P_41520nm.nc,80,1536,175,795,170,790,4235.175356,3228.930322,LIBR,SANTOS,LIMPA,,VV1,TRUE,,151,16.7,-4.831557789,,,HPQHPR,HPQ,HPR,2.178976947," 2608., 7102., 7529., 7834.,57695."," 2608., 6956., 7390., 7652., 7902.,57695."," 2608., 6429., 6956., 7215., 7390., 7529., 7652., 7771., 7902., 8072.,
 57695."
/data/BUZ7_V016500H_LIMPA_P_55535nm.nc,110,1708,141,600,132,591,8929.635882,3225.673054,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,2.8,5.6,-6.554837559,ETR,ETR,LPQLPR,LPQ,LPR,0.447158031," 6840.,11999.,12256.,12474.,63219."," 6840.,11922.,12166.,12340.,12526.,63219."," 6840.,11653.,11922.,12062.,12166.,12256.,12340.,12427.,12526.,12661.,
 63219."
/data/RJS755_625330_LIMPA_AL_23830nm.nc,140,1467,191,851,199,859,6189.446792,9611.365304,,CAMPOS(M),LIMPA,,,,,,,,,,,,,," 7533.,15390.,15843.,16338.,51903."," 7533.,15280.,15670.,16021.,16476.,51903."," 7533.,14994.,15280.,15489.,15670.,15843.,16021.,16221.,16476.,16896.,
 51903."
/data/RJS749D_T012485V_LIMPA_P_58500nm.nc,110,1562,140,571,127,558,2528.690904,6124.353748,MRO,SANTOS,LIMPA,BVE,IV1,TRUE,,,,,,,,,,," 2141., 8047., 8658., 8981.,65335."," 2141., 7655., 8497., 8790., 9050.,65335."," 2141., 5581., 7655., 8256., 8497., 8658., 8790., 8916., 9050., 9226.,
 65335."
/data/BUZ43_583150_SUJA_AL_20000nm.nc,205,1300,244,1113,247,1116,3790.238624,3744.988389,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 4349., 7251., 7538., 7829.,60041."," 4349., 7182., 7429., 7648., 7900.,60041."," 4349., 7004., 7182., 7314., 7429., 7538., 7648., 7765., 7900., 8083.,
 60041."
/data/RJS682A_F3125V_LIMPA_P_45675nm.nc,85,1560,153,719,154,720,1738.098575,4579.434204,SRR,SANTOS,LIMPA,BVE,VV1,TRUE,,0.069,12.7,-8.175377551,,,LPQHPR,LPQ,HPR,-1.161150909," 2081., 5971., 6259., 6551.,63948."," 2081., 5898., 6151., 6368., 6625.,63948."," 2081., 5702., 5898., 6035., 6151., 6259., 6368., 6486., 6625., 6821.,
 63948."
/data/SPS106_621550_LIMPA_AL_21000nm.nc,315,1678,271,1030,248,1007,3714.443495,4475.912834,,SANTOS,LIMPA,,,,,,,,,,,,,," 4424., 7743., 8213., 8597.,65335."," 4424., 7614., 8048., 8365., 8683.,65335."," 4424., 7279., 7614., 7856., 8048., 8213., 8365., 8517., 8683., 8899.,
 65335."
/data/RJS709_F9856H_LIMPA_P_32500nm.nc,75,1335,214,1019,214,1019,4544.207832,4846.051824,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,RDS,53.8,16.5,-5.293812874,RDS,RDS,HPQHPR,HPQ,HPR,1.730782276,"    0., 8876., 9551.,10122.,65335.","    0., 8673., 9317., 9773.,10256.,65335.","    0., 7995., 8673., 9043., 9317., 9551., 9773., 9999.,10256.,10604.,
 65335."
/data/SPS77A_F5677H_LIMPA_P_35575nm.nc,85,1418,192,906,188,902,3678.79814,3764.267165,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,DOL,138,27.7,-4.859043822,DOL,DOL,HPQHPR,HPQ,HPR,2.139879086," 3803., 7078., 7441., 7833.,56611."," 3803., 6990., 7303., 7583., 7941.,56611."," 3803., 6758., 6990., 7158., 7303., 7441., 7583., 7741., 7941., 8287.,
 56611."
/data/BUZ43_580160_SUJA_AL_20000nm.nc,75,1435,268,1136,265,1133,2624.289851,3497.947671,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 1028., 5881., 6142., 6397.,61312."," 1028., 5814., 6045., 6239., 6460.,61312."," 1028., 5631., 5814., 5940., 6045., 6142., 6239., 6341., 6460., 6624.,
 61312."
/data/RJS709_F9852H_LIMPA_P_39935nm.nc,40,1655,175,823,175,823,3473.12185,3741.903044,BUZ,SANTOS,DEPOIS,BVE,VH1,TRUE,ETR,60.2,16.4,-5.235497565,ETR,ETR,HPQHPR,HPQ,HPR,1.779596491," 2481., 6828., 7239., 7568.,63913."," 2481., 6711., 7095., 7372., 7636.,63913."," 2481., 6326., 6711., 6926., 7095., 7239., 7372., 7502., 7636., 7791.,
 63913."
/data/RJS709_F9852H_DEPOIS_P_39935nm.nc,100,1612,256,908,276,928,2548.198603,3532.509284,BUZ,SANTOS,DEPOIS,BVE,VH1,TRUE,ETR,60.2,16.4,-5.240842745,ETR,ETR,HPQHPR,HPQ,HPR,1.779596491," 1846., 5771., 6174., 6503.,61746."," 1846., 5656., 6032., 6306., 6574.,61746."," 1846., 5269., 5656., 5867., 6032., 6174., 6306., 6436., 6574., 6743.,
 61746."
/data/SRR5_V018755H_LIMPA_P_44000nm.nc,160,1664,158,736,169,747,3237.315917,5448.104648,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,7.65,15.4,-6.116336262,ESF,ESF,LPQHPR,LPQ,HPR,0.883661435," 3743., 8274., 8656., 8986.,65335."," 3743., 8165., 8521., 8785., 9061.,65335."," 3743., 7831., 8165., 8366., 8521., 8656., 8785., 8916., 9061., 9244.,
 65335."
/data/RJS681_F5244H_LIMPA_P_36307nm.nc,115,1476,202,915,208,921,3527.912963,5451.643035,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,45,9.5,-5.362183943,GST,GST,HPQHPR,HPQ,HPR,1.653212514," 1843., 8515., 9010., 9431.,34272."," 1843., 8364., 8838., 9173., 9531.,34272."," 1843., 7817., 8364., 8638., 8838., 9010., 9173., 9340., 9531., 9792.,
 34272."
/data/BUZ40_569700_LIMPA_AL_36000nm.nc,80,1130,206,924,208,926,1590.338257,3053.019322,BUZ,SANTOS,LIMPA,ITP,,,,30,14.1,-5.536969302,,,HPQHPR,HPQ,HPR,1.477121255," 1203., 4353., 4648., 4827.,37811."," 1203., 4219., 4562., 4721., 4865.,37811."," 1203., 3589., 4219., 4442., 4562., 4648., 4721., 4791., 4865., 4960.,
 37811."
/data/SPS106_620800_LIMPA_AL_32000nm.nc,220,1805,240,1051,232,1043,7222.785281,3734.58585,,SANTOS,LIMPA,,,,GST,0.032,17.4,-8.512428354,GST,GST,LPQHPR,LPQ,HPR,-1.494850022," 4645.,10485.,10911.,11260.,60392."," 4645.,10357.,10764.,11048.,11341.,60392."," 4645., 9955.,10357.,10591.,10764.,10911.,11048.,11186.,11341.,11551.,
 60392."
/data/RJS709_G0238H_LIMPA_P_38500nm.nc,60,1558,178,833,199,854,3487.895632,4449.232783,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,PKS,70.7,14.2,-5.143221312,PKS,PKS,HPQHPR,HPQ,HPR,1.849419414," 2229., 7516., 7964., 8318.,63364."," 2229., 7374., 7812., 8103., 8399.,63364."," 2229., 6888., 7374., 7630., 7812., 7964., 8103., 8243., 8399., 8607.,
 63364."
/data/BUZ43_579740_LIMPA_AL_30730nm.nc,130,1210,254,1102,287,1135,3541.716416,3708.963841,BUZ,SANTOS,LIMPA,BVE,,,,4.16,14.1,-6.402060162,,,LPQHPR,LPQ,HPR,0.619093331," 2075., 6901., 7263., 7572.,63200."," 2075., 6796., 7135., 7383., 7643.,63200."," 2075., 6465., 6796., 6989., 7135., 7263., 7383., 7506., 7643., 7826.,
 63200."
/data/RJS753_307140_LIMPA_AL_28000nm.nc,103,1041,253,1191,253,1191,4028.272201,6018.055327,,CAMPOS(M),LIMPA,,,,,0.27,15.6,-7.596594642,,,LPQHPR,LPQ,HPR,-0.568636236," 1388., 9451.,10028.,10597.,56683."," 1388., 9306., 9813.,10242.,10738.,56683."," 1388., 8913., 9306., 9581., 9813.,10028.,10242.,10471.,10738.,11109.,
 56683."
/data/RJS749D_T012404H_LIMPA_P_58500nm.nc,115,876,139,576,137,574,2971.516434,10212.34873,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 3583.,12657.,13134.,13528.,63297."," 3583.,12510.,12969.,13288.,13619.,63297."," 3583.,11981.,12510.,12776.,12969.,13134.,13288.,13444.,13619.,13854.,
 63297."
/data/ATP01_V017141H_LIMPA_P_39300nm.nc,115,1575,181,840,184,843,4361.78965,3336.51556,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,,127,16.2,-4.911988876,,,HPQHPR,HPQ,HPR,2.103803721," 2143., 7330., 7747., 8037.,61200."," 2143., 7181., 7615., 7863., 8102.,61200."," 2143., 6650., 7181., 7444., 7615., 7747., 7863., 7977., 8102., 8268.,
 61200."
/data/RJS753_311990_LIMPA_AL_28000nm.nc,200,1205,253,1185,252,1184,5369.116501,6924.296729,,CAMPOS(M),LIMPA,,,,,304,17.7,-4.539510971,,,HPQHPR,HPQ,HPR,2.482873584," 2872.,11359.,12249.,13028.,46646."," 2872.,11110.,11933.,12551.,13211.,46646."," 2872.,10372.,11110.,11572.,11933.,12249.,12551.,12861.,13211.,13682.,
 46646."
/data/LL30_V010546H_LIMPA_P_42000nm.nc,125,1494,161,782,173,794,2559.586763,4917.746366,TUP,SANTOS,LIMPA,,VH1,TRUE,ESF,1.65,6.9,-6.804434504,ESF,ESF,LPQHPR,LPQ,HPR,0.217483944," 2848., 7133., 7488., 7793.,57009."," 2848., 7031., 7363., 7607., 7865.,57009."," 2848., 6725., 7031., 7219., 7363., 7488., 7607., 7728., 7865., 8048.,
 57009."
/data/LL30_V010546H_LIMPA_P_42835nm.nc,130,1518,173,773,176,776,1834.85795,4221.119266,TUP,SANTOS,LIMPA,,VH1,TRUE,ESF,1.65,6.9,-6.791652766,ESF,ESF,LPQHPR,LPQ,HPR,0.217483944," 1135., 5813., 6170., 6468.,62579."," 1135., 5707., 6046., 6286., 6538.,62579."," 1135., 5376., 5707., 5901., 6046., 6170., 6286., 6404., 6538., 6720.,
 62579."
/data/BUZ44_572130_LIMPA_AL_31500nm.nc,180,1310,253,1075,253,1075,3702.796466,4945.672794,BUZ,SANTOS,LIMPA,BVE,,,,0.18,9.3,-7.760328905,,,LPQHPR,LPQ,HPR,-0.744727495," 3994., 8427., 8694., 8957.,61333."," 3994., 8359., 8594., 8793., 9023.,61333."," 3994., 8177., 8359., 8487., 8594., 8694., 8793., 8899., 9023., 9198.,
 61333."
/data/PPT03DA_P8562_SUJA_P_27867nm.nc,60,1515,262,1143,265,1146,10581.46348,1462.072802,PPT,CAMPOS(M),SUJA,RO,VV1,FALSE,,,,,,,,,,," 8174.,11650.,12033.,12266.,63839."," 8174.,11551.,11896.,12140.,12314.,63839."," 8174.,11303.,11551.,11739.,11896.,12033.,12140.,12225.,12314.,12484.,
 63839."
/data/RJS711_F9299H_LIMPA_P_40000nm.nc,140,1468,185,832,170,817,2735.383486,4017.298173,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,271,23.3,-4.58219592,GST,GST,HPQHPR,HPQ,HPR,2.432969291," 1270., 6278., 6747., 7152.,59869."," 1270., 6142., 6582., 6903., 7246.,59869."," 1270., 5717., 6142., 6392., 6582., 6747., 6903., 7065., 7246., 7482.,
 59869."
/data/RJS749_T012346H_LIMPA_P_58500nm.nc,120,905,127,556,123,552,2076.306205,5150.799991,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1880., 6577., 7260., 7619.,61066."," 1880., 6278., 7068., 7412., 7692.,61066."," 1880., 5184., 6278., 6787., 7068., 7260., 7412., 7550., 7692., 7873.,
 61066."
/data/BAZ2_V5465_LIMPA_P_45351nm.nc,20,1515,160,723,161,724,6610.812169,4633.699095,JUB,CAMPOS(M),LIMPA,,VH1,TRUE,RDS,9.44,7.8,-6.028455198,RDS,RDS,LPQHPR,LPQ,HPR,0.974971994,"  320.,10922.,11218.,11463.,59231.","  320.,10827.,11117.,11313.,11521.,59231.","  320.,10429.,10827.,10997.,11117.,11218.,11313.,11411.,11521.,11671.,
 59231."
/data/RJS682A_F3091V_LIMPA_P_45675nm.nc,40,1528,148,708,150,710,4267.756084,7123.051574,SRR,SANTOS,LIMPA,BVE,VV1,TRUE,,0.005,15,-9.305999829,,,LPQHPR,LPQ,HPR,-2.301029996," 4852.,10925.,11338.,11736.,59063."," 4852.,10817.,11186.,11488.,11835.,59063."," 4852.,10517.,10817.,11019.,11186.,11338.,11488.,11648.,11835.,12095.,
 59063."
/data/BUZ50_567960_SUJA_AL_35000nm.nc,160,1250,202,954,201,953,1640.512595,4553.932351,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 2187., 6040., 6231., 6420.,59792."," 2187., 5992., 6160., 6302., 6468.,59792."," 2187., 5860., 5992., 6083., 6160., 6231., 6302., 6378., 6468., 6594.,
 59792."
/data/SPS77A_F5490H_LIMPA_P_42314nm.nc,35,1700,162,774,165,777,3041.694456,4286.75949,SPH,SANTOS,LIMPA,BVE,VH2,TRUE,ESF,88.2,16,-5.07023909,ESF,ESF,HPQHPR,HPQ,HPR,1.945468585," 2526., 6710., 7372., 7772.,59651."," 2526., 6490., 7162., 7545., 7847.,59651."," 2526., 5833., 6490., 6887., 7162., 7372., 7545., 7699., 7847., 8020.,
 59651."
/data/RJS713_V010058H_LIMPA_P_44070nm.nc,120,1311,178,763,174,759,2480.794624,3600.72958,A559,SANTOS,LIMPA,,VH1,TRUE,LMT,2.25,7.5,-6.659651982,LMT,LMT,LPQHPR,LPQ,HPR,0.352182518," 1981., 5937., 6191., 6437.,62968."," 1981., 5870., 6097., 6284., 6497.,62968."," 1981., 5684., 5870., 5995., 6097., 6191., 6284., 6383., 6497., 6656.,
 62968."
/data/RJS743A_T012314V_LIMPA_P_57890nm.nc,40,1673,130,575,128,573,2940.034606,5651.100586,MRO,SANTOS,LIMPA,,,,,,,,,,,,,," 3373., 8066., 8660., 9027.,65335."," 3373., 7933., 8443., 8836., 9078.,65335."," 3373., 7399., 7933., 8196., 8443., 8660., 8836., 8971., 9078., 9185.,
 65335."
/data/ANP2A_F2793H_LIMPA_P_47676nm.nc,35,1504,165,694,159,688,3056.833448,4595.021226,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,117,20,-4.924561772,RDS,RDS,HPQHPR,HPQ,HPR,2.068185862," 2539., 6841., 7648., 8078.,62135."," 2539., 6551., 7366., 7855., 8146.,62135."," 2539., 5154., 6551., 7041., 7366., 7648., 7855., 8009., 8146., 8306.,
 62135."
/data/BUZ43_578350_LIMPA_AL_22870nm.nc,165,1190,205,961,212,968,1318.813974,3900.928348,BUZ,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1181., 4995., 5221., 5436.,62211."," 1181., 4936., 5138., 5302., 5490.,62211."," 1181., 4771., 4936., 5047., 5138., 5221., 5302., 5389., 5490., 5631.,
 62211."
/data/RJS743A_V017667H_LIMPA_P_59705nm.nc,90,1620,132,557,154,579,2659.18701,4747.289571,MRO,SANTOS,LIMPA,BVE,VH1,TRUE,GST,846,18.1,-4.07066557,GST,GST,HPQHPR,HPQ,HPR,2.927370363," 2682., 6875., 7420., 7742.,63355."," 2682., 6685., 7251., 7558., 7804.,63355."," 2682., 6076., 6685., 7026., 7251., 7420., 7558., 7682., 7804., 7948.,
 63355."
/data/MRO12_577510_LIMPA_AL_28830nm.nc,110,1050,298,1201,282,1185,9335.909362,4152.396215,MRO,SANTOS,LIMPA,,,,RDS,4.37,12.1,-6.379820016,RDS,RDS,LPQHPR,LPQ,HPR,0.640481437,"    0.,12911.,13493.,13864.,60070.","    0.,12697.,13316.,13644.,13946.,60070.","    0.,11984.,12697.,13077.,13316.,13493.,13644.,13789.,13946.,14151.,
 60070."
/data/RJS755_617870_LIMPA_AL_34310nm.nc,170,1480,223,976,214,967,8656.645467,8685.076725,,CAMPOS(M),LIMPA,,,,,,,,,,,,,,"13024.,16893.,17338.,17753.,40262.","13024.,16775.,17176.,17497.,17853.,40262.","13024.,16451.,16775.,16996.,17176.,17338.,17497.,17662.,17853.,18113.,
 40262."
